Month End Date,Monthly Total (NAV) Return
"Dec 31, 2020",9.34
"Jan 31, 2021",4.82
"Feb 28, 2021",3.29
"Mar 31, 2021",-3.16
"Apr 30, 2021",2.16
"May 31, 2021",-2.86
"Jun 30, 2021",4.66
"Jul 31, 2021",-3.64
"Aug 31, 2021",1.81
"Sep 30, 2021",-3.84
"Oct 31, 2021",4.67
"Nov 30, 2021",-4.90
"Dec 31, 2021",0.43
"Jan 31, 2022",-13.41
"Feb 28, 2022",0.44
"Mar 31, 2022",0.45
"Apr 30, 2022",-12.26
"May 31, 2022",-1.88
"Jun 30, 2022",-6.20
"Jul 31, 2022",11.21
"Aug 31, 2022",-0.92
"Sep 30, 2022",-8.99
"Oct 31, 2022",9.47
"Nov 30, 2022",1.63
"Dec 31, 2022",-6.41
"Jan 31, 2023",9.97
"Feb 28, 2023",-1.08
"Mar 31, 2023",-2.48
"Apr 30, 2023",-1.15
"May 31, 2023",0.01
"Jun 30, 2023",8.25
"Jul 31, 2023",4.64
"Aug 31, 2023",-5.21
"Sep 30, 2023",-6.60
"Oct 31, 2023",-7.71
"Nov 30, 2023",9.11
"Dec 31, 2023",11.98
"Jan 31, 2024",-3.21
"Feb 29, 2024",8.11
"Mar 31, 2024",2.78
