Month End Date,Monthly Total (NAV) Return
"Jan 31, 2015",-4.18
"Feb 28, 2015",4.64
"Mar 31, 2015",1.68
"Apr 30, 2015",-2.15
"May 31, 2015",0.82
"Jun 30, 2015",0.14
"Jul 31, 2015",-2.78
"Aug 31, 2015",-4.92
"Sep 30, 2015",-3.48
"Oct 31, 2015",5.61
"Nov 30, 2015",2.86
"Dec 31, 2015",-5.28
"Jan 31, 2016",-6.73
"Feb 29, 2016",0.69
"Mar 31, 2016",8.30
"Apr 30, 2016",2.10
"May 31, 2016",1.83
"Jun 30, 2016",0.33
"Jul 31, 2016",5.39
"Aug 31, 2016",2.40
"Sep 30, 2016",0.77
"Oct 31, 2016",-3.25
"Nov 30, 2016",13.28
"Dec 31, 2016",4.10
"Jan 31, 2017",-0.71
"Feb 28, 2017",1.42
"Mar 31, 2017",-0.84
"Apr 30, 2017",0.41
"May 31, 2017",-3.12
"Jun 30, 2017",3.49
"Jul 31, 2017",0.62
"Aug 31, 2017",-2.47
"Sep 30, 2017",7.07
"Oct 31, 2017",0.11
"Nov 30, 2017",2.86
"Dec 31, 2017",-0.95
"Jan 31, 2018",1.24
"Feb 28, 2018",-4.99
"Mar 31, 2018",1.23
"Apr 30, 2018",1.71
"May 31, 2018",5.79
"Jun 30, 2018",0.59
"Jul 31, 2018",1.76
"Aug 31, 2018",2.37
"Sep 30, 2018",-2.49
"Oct 31, 2018",-8.97
"Nov 30, 2018",1.60
"Dec 31, 2018",-12.08
"Jan 31, 2019",10.93
"Feb 28, 2019",3.87
"Mar 31, 2019",-2.90
"Apr 30, 2019",3.77
"May 31, 2019",-8.19
"Jun 30, 2019",6.34
"Jul 31, 2019",0.14
"Aug 31, 2019",-5.60
"Sep 30, 2019",5.11
"Oct 31, 2019",2.41
"Nov 30, 2019",2.33
"Dec 31, 2019",3.49
"Jan 31, 2020",-5.40
"Feb 29, 2020",-9.72
"Mar 31, 2020",-24.71
"Apr 30, 2020",12.33
"May 31, 2020",2.93
"Jun 30, 2020",2.83
"Jul 31, 2020",2.05
"Aug 31, 2020",5.40
"Sep 30, 2020",-4.65
"Oct 31, 2020",3.56
"Nov 30, 2020",19.28
"Dec 31, 2020",7.90
"Jan 31, 2021",5.23
"Feb 28, 2021",9.41
"Mar 31, 2021",5.18
"Apr 30, 2021",2.02
"May 31, 2021",3.07
"Jun 30, 2021",-0.63
"Jul 31, 2021",-3.59
"Aug 31, 2021",2.65
"Sep 30, 2021",-2.02
"Oct 31, 2021",3.79
"Nov 30, 2021",-3.44
"Dec 31, 2021",4.06
"Jan 31, 2022",-5.85
"Feb 28, 2022",1.64
"Mar 31, 2022",1.93
"Apr 30, 2022",-7.79
"May 31, 2022",1.91
"Jun 30, 2022",-9.92
"Jul 31, 2022",9.69
"Aug 31, 2022",-3.16
"Sep 30, 2022",-10.21
"Oct 31, 2022",12.57
"Nov 30, 2022",3.02
"Dec 31, 2022",-6.57
"Jan 31, 2023",9.57
"Feb 28, 2023",-2.29
"Mar 31, 2023",-7.15
"Apr 30, 2023",-2.51
"May 31, 2023",-1.97
"Jun 30, 2023",7.88
"Jul 31, 2023",7.44
"Aug 31, 2023",-4.83
"Sep 30, 2023",-5.21
"Oct 31, 2023",-5.96
"Nov 30, 2023",8.98
"Dec 31, 2023",12.42
"Jan 31, 2024",-4.57
"Feb 29, 2024",3.25
"Mar 31, 2024",4.35
