Month End Date,Monthly Total (NAV) Return
"Apr 30, 2012",-0.02
"May 31, 2012",-7.36
"Jun 30, 2012",1.86
"Jul 31, 2012",-0.14
"Aug 31, 2012",3.40
"Sep 30, 2012",1.98
"Oct 31, 2012",-2.28
"Nov 30, 2012",2.21
"Dec 31, 2012",1.81
"Jan 31, 2013",6.13
"Feb 28, 2013",1.00
"Mar 31, 2013",3.96
"Apr 30, 2013",1.46
"May 31, 2013",2.61
"Jun 30, 2013",-1.22
"Jul 31, 2013",6.18
"Aug 31, 2013",-1.92
"Sep 30, 2013",4.91
"Oct 31, 2013",2.61
"Nov 30, 2013",2.19
"Dec 31, 2013",3.15
"Jan 31, 2014",-2.18
"Feb 28, 2014",6.25
"Mar 31, 2014",-1.86
"Apr 30, 2014",-1.48
"May 31, 2014",2.68
"Jun 30, 2014",3.11
"Jul 31, 2014",-3.00
"Aug 31, 2014",5.36
"Sep 30, 2014",-2.91
"Oct 31, 2014",2.75
"Nov 30, 2014",3.27
"Dec 31, 2014",-0.30
"Jan 31, 2015",-1.70
"Feb 28, 2015",6.86
"Mar 31, 2015",0.26
"Apr 30, 2015",-0.71
"May 31, 2015",1.17
"Jun 30, 2015",-1.63
"Jul 31, 2015",1.60
"Aug 31, 2015",-5.84
"Sep 30, 2015",-3.87
"Oct 31, 2015",6.27
"Nov 30, 2015",0.21
"Dec 31, 2015",-2.28
"Jan 31, 2016",-7.58
"Feb 29, 2016",1.55
"Mar 31, 2016",7.12
"Apr 30, 2016",-0.07
"May 31, 2016",1.62
"Jun 30, 2016",-0.03
"Jul 31, 2016",4.93
"Aug 31, 2016",-0.32
"Sep 30, 2016",-0.06
"Oct 31, 2016",-4.08
"Nov 30, 2016",4.33
"Dec 31, 2016",0.34
"Jan 31, 2017",3.32
"Feb 28, 2017",2.85
"Mar 31, 2017",0.54
"Apr 30, 2017",1.46
"May 31, 2017",2.36
"Jun 30, 2017",0.27
"Jul 31, 2017",1.66
"Aug 31, 2017",0.68
"Sep 30, 2017",2.81
"Oct 31, 2017",2.77
"Nov 30, 2017",3.33
"Dec 31, 2017",0.53
"Jan 31, 2018",5.64
"Feb 28, 2018",-3.16
"Mar 31, 2018",-0.18
"Apr 30, 2018",-0.97
"May 31, 2018",3.72
"Jun 30, 2018",0.37
"Jul 31, 2018",2.13
"Aug 31, 2018",5.74
"Sep 30, 2018",-0.43
"Oct 31, 2018",-9.92
"Nov 30, 2018",2.53
"Dec 31, 2018",-9.08
"Jan 31, 2019",11.47
"Feb 28, 2019",5.84
"Mar 31, 2019",1.33
"Apr 30, 2019",4.48
"May 31, 2019",-5.77
"Jun 30, 2019",7.01
"Jul 31, 2019",2.29
"Aug 31, 2019",-1.84
"Sep 30, 2019",-1.16
"Oct 31, 2019",1.84
"Nov 30, 2019",4.95
"Dec 31, 2019",1.15
"Jan 31, 2020",0.92
"Feb 29, 2020",-6.92
"Mar 31, 2020",-14.93
"Apr 30, 2020",15.65
"May 31, 2020",10.03
"Jun 30, 2020",2.32
"Jul 31, 2020",7.97
"Aug 31, 2020",2.71
"Sep 30, 2020",-1.42
"Oct 31, 2020",0.12
"Nov 30, 2020",13.39
"Dec 31, 2020",4.77
"Jan 31, 2021",-0.35
"Feb 28, 2021",1.69
"Mar 31, 2021",-1.92
"Apr 30, 2021",5.60
"May 31, 2021",-1.54
"Jun 30, 2021",6.77
"Jul 31, 2021",1.02
"Aug 31, 2021",3.21
"Sep 30, 2021",-4.86
"Oct 31, 2021",6.99
"Nov 30, 2021",-4.24
"Dec 31, 2021",0.34
"Jan 31, 2022",-12.91
"Feb 28, 2022",-1.23
"Mar 31, 2022",1.59
"Apr 30, 2022",-11.27
"May 31, 2022",-3.89
"Jun 30, 2022",-7.49
"Jul 31, 2022",12.22
"Aug 31, 2022",-3.29
"Sep 30, 2022",-8.51
"Oct 31, 2022",7.85
"Nov 30, 2022",5.43
"Dec 31, 2022",-6.02
"Jan 31, 2023",8.71
"Feb 28, 2023",-1.00
"Mar 31, 2023",1.36
"Apr 30, 2023",-1.46
"May 31, 2023",0.05
"Jun 30, 2023",7.70
"Jul 31, 2023",3.01
"Aug 31, 2023",-3.31
"Sep 30, 2023",-4.89
"Oct 31, 2023",-5.12
"Nov 30, 2023",12.17
"Dec 31, 2023",7.57
"Jan 31, 2024",-0.56
"Feb 29, 2024",7.50
"Mar 31, 2024",2.37
