Month End Date,Monthly Total (NAV) Return
"Sep 30, 2015",-3.60
"Oct 31, 2015",6.19
"Nov 30, 2015",0.25
"Dec 31, 2015",-2.69
"Jan 31, 2016",-6.56
"Feb 29, 2016",1.12
"Mar 31, 2016",8.17
"Apr 30, 2016",1.03
"May 31, 2016",1.62
"Jun 30, 2016",0.44
"Jul 31, 2016",4.54
"Aug 31, 2016",-0.27
"Sep 30, 2016",0.19
"Oct 31, 2016",-3.19
"Nov 30, 2016",5.38
"Dec 31, 2016",1.13
"Jan 31, 2017",2.40
"Feb 28, 2017",2.82
"Mar 31, 2017",-0.18
"Apr 30, 2017",0.76
"May 31, 2017",0.90
"Jun 30, 2017",0.98
"Jul 31, 2017",1.45
"Aug 31, 2017",-0.78
"Sep 30, 2017",2.76
"Oct 31, 2017",1.65
"Nov 30, 2017",3.35
"Dec 31, 2017",0.91
"Jan 31, 2018",3.75
"Feb 28, 2018",-4.14
"Mar 31, 2018",0.05
"Apr 30, 2018",-0.16
"May 31, 2018",2.25
"Jun 30, 2018",0.68
"Jul 31, 2018",2.48
"Aug 31, 2018",3.09
"Sep 30, 2018",-0.65
"Oct 31, 2018",-8.33
"Nov 30, 2018",2.45
"Dec 31, 2018",-9.85
"Jan 31, 2019",10.76
"Feb 28, 2019",4.28
"Mar 31, 2019",0.85
"Apr 30, 2019",3.78
"May 31, 2019",-6.15
"Jun 30, 2019",6.85
"Jul 31, 2019",1.41
"Aug 31, 2019",-2.86
"Sep 30, 2019",1.94
"Oct 31, 2019",1.04
"Nov 30, 2019",3.57
"Dec 31, 2019",2.28
"Jan 31, 2020",-0.82
"Feb 29, 2020",-8.69
"Mar 31, 2020",-19.49
"Apr 30, 2020",14.35
"May 31, 2020",7.02
"Jun 30, 2020",1.78
"Jul 31, 2020",5.87
"Aug 31, 2020",3.50
"Sep 30, 2020",-1.98
"Oct 31, 2020",0.63
"Nov 30, 2020",13.80
"Dec 31, 2020",4.66
"Jan 31, 2021",-0.26
"Feb 28, 2021",5.56
"Mar 31, 2021",2.69
"Apr 30, 2021",5.07
"May 31, 2021",0.79
"Jun 30, 2021",1.45
"Jul 31, 2021",0.76
"Aug 31, 2021",2.52
"Sep 30, 2021",-4.13
"Oct 31, 2021",5.94
"Nov 30, 2021",-3.50
"Dec 31, 2021",4.07
"Jan 31, 2022",-7.38
"Feb 28, 2022",-0.73
"Mar 31, 2022",2.54
"Apr 30, 2022",-7.71
"May 31, 2022",0.06
"Jun 30, 2022",-9.99
"Jul 31, 2022",9.86
"Aug 31, 2022",-3.15
"Sep 30, 2022",-9.28
"Oct 31, 2022",8.86
"Nov 30, 2022",6.00
"Dec 31, 2022",-5.42
"Jan 31, 2023",8.30
"Feb 28, 2023",-2.43
"Mar 31, 2023",-1.55
"Apr 30, 2023",-0.54
"May 31, 2023",-2.80
"Jun 30, 2023",8.33
"Jul 31, 2023",3.96
"Aug 31, 2023",-3.48
"Sep 30, 2023",-5.04
"Oct 31, 2023",-5.01
"Nov 30, 2023",10.21
"Dec 31, 2023",7.72
"Jan 31, 2024",-1.44
"Feb 29, 2024",5.57
"Mar 31, 2024",4.32
