Month End Date,Monthly Total (NAV) Return
"Jul 31, 2009",9.37
"Aug 31, 2009",5.39
"Sep 30, 2009",5.29
"Oct 31, 2009",-5.65
"Nov 30, 2009",4.44
"Dec 31, 2009",6.95
"Jan 31, 2010",-2.54
"Feb 28, 2010",4.83
"Mar 31, 2010",6.40
"Apr 30, 2010",4.71
"May 31, 2010",-7.68
"Jun 30, 2010",-6.84
"Jul 31, 2010",6.87
"Aug 31, 2010",-5.41
"Sep 30, 2010",10.20
"Oct 31, 2010",2.97
"Nov 30, 2010",1.36
"Dec 31, 2010",7.60
"Jan 31, 2011",2.60
"Feb 28, 2011",4.16
"Mar 31, 2011",1.83
"Apr 30, 2011",1.95
"May 31, 2011",-1.68
"Jun 30, 2011",-2.46
"Jul 31, 2011",-3.99
"Aug 31, 2011",-7.47
"Sep 30, 2011",-11.04
"Oct 31, 2011",14.16
"Nov 30, 2011",0.49
"Dec 31, 2011",0.93
"Jan 31, 2012",6.31
"Feb 29, 2012",3.93
"Mar 31, 2012",2.09
"Apr 30, 2012",-0.39
"May 31, 2012",-6.70
"Jun 30, 2012",3.13
"Jul 31, 2012",-0.25
"Aug 31, 2012",2.79
"Sep 30, 2012",2.16
"Oct 31, 2012",-0.46
"Nov 30, 2012",1.80
"Dec 31, 2012",3.08
"Jan 31, 2013",7.43
"Feb 28, 2013",1.64
"Mar 31, 2013",5.11
"Apr 30, 2013",0.00
"May 31, 2013",2.22
"Jun 30, 2013",-1.23
"Jul 31, 2013",6.28
"Aug 31, 2013",-3.90
"Sep 30, 2013",4.66
"Oct 31, 2013",4.16
"Nov 30, 2013",0.95
"Dec 31, 2013",2.86
"Jan 31, 2014",-1.68
"Feb 28, 2014",4.42
"Mar 31, 2014",1.23
"Apr 30, 2014",-0.26
"May 31, 2014",1.65
"Jun 30, 2014",4.31
"Jul 31, 2014",-4.36
"Aug 31, 2014",5.26
"Sep 30, 2014",-5.35
"Oct 31, 2014",4.04
"Nov 30, 2014",1.24
"Dec 31, 2014",1.42
"Jan 31, 2015",-3.02
"Feb 28, 2015",5.86
"Mar 31, 2015",0.12
"Apr 30, 2015",-0.35
"May 31, 2015",0.91
"Jun 30, 2015",-1.76
"Jul 31, 2015",-2.23
"Aug 31, 2015",-4.50
"Sep 30, 2015",-3.79
"Oct 31, 2015",6.15
"Nov 30, 2015",1.45
"Dec 31, 2015",-5.11
"Jan 31, 2016",-5.56
"Feb 29, 2016",2.23
"Mar 31, 2016",10.11
"Apr 30, 2016",1.71
"May 31, 2016",1.40
"Jun 30, 2016",0.46
"Jul 31, 2016",4.07
"Aug 31, 2016",0.37
"Sep 30, 2016",0.01
"Oct 31, 2016",-2.11
"Nov 30, 2016",9.95
"Dec 31, 2016",1.90
"Jan 31, 2017",1.37
"Feb 28, 2017",1.94
"Mar 31, 2017",-0.70
"Apr 30, 2017",-0.07
"May 31, 2017",-1.54
"Jun 30, 2017",2.13
"Jul 31, 2017",0.94
"Aug 31, 2017",-2.08
"Sep 30, 2017",4.42
"Oct 31, 2017",0.99
"Nov 30, 2017",3.69
"Dec 31, 2017",0.56
"Jan 31, 2018",1.31
"Feb 28, 2018",-5.07
"Mar 31, 2018",0.81
"Apr 30, 2018",0.63
"May 31, 2018",4.21
"Jun 30, 2018",0.40
"Jul 31, 2018",2.15
"Aug 31, 2018",2.53
"Sep 30, 2018",-0.98
"Oct 31, 2018",-8.90
"Nov 30, 2018",2.87
"Dec 31, 2018",-11.38
"Jan 31, 2019",11.67
"Feb 28, 2019",3.92
"Mar 31, 2019",-1.80
"Apr 30, 2019",4.73
"May 31, 2019",-9.67
"Jun 30, 2019",8.28
"Jul 31, 2019",1.10
"Aug 31, 2019",-5.39
"Sep 30, 2019",4.95
"Oct 31, 2019",1.31
"Nov 30, 2019",2.77
"Dec 31, 2019",3.11
"Jan 31, 2020",-4.14
"Feb 29, 2020",-10.66
"Mar 31, 2020",-24.22
"Apr 30, 2020",14.32
"May 31, 2020",5.28
"Jun 30, 2020",1.07
"Jul 31, 2020",2.71
"Aug 31, 2020",3.78
"Sep 30, 2020",-4.36
"Oct 31, 2020",3.48
"Nov 30, 2020",16.56
"Dec 31, 2020",6.64
"Jan 31, 2021",1.15
"Feb 28, 2021",9.52
"Mar 31, 2021",6.86
"Apr 30, 2021",4.78
"May 31, 2021",1.92
"Jun 30, 2021",-2.82
"Jul 31, 2021",-0.20
"Aug 31, 2021",2.39
"Sep 30, 2021",-3.76
"Oct 31, 2021",4.41
"Nov 30, 2021",-2.39
"Dec 31, 2021",5.88
"Jan 31, 2022",-3.99
"Feb 28, 2022",1.25
"Mar 31, 2022",2.19
"Apr 30, 2022",-6.64
"May 31, 2022",2.12
"Jun 30, 2022",-9.31
"Jul 31, 2022",9.18
"Aug 31, 2022",-2.86
"Sep 30, 2022",-9.53
"Oct 31, 2022",11.51
"Nov 30, 2022",6.45
"Dec 31, 2022",-5.05
"Jan 31, 2023",11.38
"Feb 28, 2023",-2.79
"Mar 31, 2023",-5.33
"Apr 30, 2023",-1.08
"May 31, 2023",-3.63
"Jun 30, 2023",9.62
"Jul 31, 2023",4.46
"Aug 31, 2023",-3.76
"Sep 30, 2023",-5.76
"Oct 31, 2023",-5.88
"Nov 30, 2023",9.54
"Dec 31, 2023",10.15
"Jan 31, 2024",-3.10
"Feb 29, 2024",1.93
"Mar 31, 2024",5.39
