Month End Date,Monthly Total (NAV) Return
"Jun 30, 2014",2.74
"Jul 31, 2014",-2.05
"Aug 31, 2014",3.71
"Sep 30, 2014",-2.43
"Oct 31, 2014",2.59
"Nov 30, 2014",1.84
"Dec 31, 2014",0.77
"Jan 31, 2015",-4.01
"Feb 28, 2015",4.82
"Mar 31, 2015",-1.13
"Apr 30, 2015",0.68
"May 31, 2015",1.17
"Jun 30, 2015",-1.83
"Jul 31, 2015",0.20
"Aug 31, 2015",-5.88
"Sep 30, 2015",-3.06
"Oct 31, 2015",7.39
"Nov 30, 2015",0.57
"Dec 31, 2015",-2.40
"Jan 31, 2016",-5.28
"Feb 29, 2016",0.02
"Mar 31, 2016",7.28
"Apr 30, 2016",2.09
"May 31, 2016",1.57
"Jun 30, 2016",0.82
"Jul 31, 2016",3.10
"Aug 31, 2016",0.87
"Sep 30, 2016",-0.13
"Oct 31, 2016",-1.67
"Nov 30, 2016",6.27
"Dec 31, 2016",2.62
"Jan 31, 2017",0.71
"Feb 28, 2017",3.70
"Mar 31, 2017",-1.16
"Apr 30, 2017",-0.06
"May 31, 2017",-0.42
"Jun 30, 2017",1.91
"Jul 31, 2017",1.34
"Aug 31, 2017",-1.24
"Sep 30, 2017",3.39
"Oct 31, 2017",1.13
"Nov 30, 2017",3.42
"Dec 31, 2017",1.57
"Jan 31, 2018",3.96
"Feb 28, 2018",-5.46
"Mar 31, 2018",-1.83
"Apr 30, 2018",0.51
"May 31, 2018",0.54
"Jun 30, 2018",0.62
"Jul 31, 2018",3.90
"Aug 31, 2018",1.45
"Sep 30, 2018",0.28
"Oct 31, 2018",-5.55
"Nov 30, 2018",2.70
"Dec 31, 2018",-9.61
"Jan 31, 2019",8.78
"Feb 28, 2019",2.36
"Mar 31, 2019",0.86
"Apr 30, 2019",4.18
"May 31, 2019",-7.72
"Jun 30, 2019",8.09
"Jul 31, 2019",1.71
"Aug 31, 2019",-2.78
"Sep 30, 2019",3.82
"Oct 31, 2019",2.54
"Nov 30, 2019",3.78
"Dec 31, 2019",3.12
"Jan 31, 2020",-2.75
"Feb 29, 2020",-9.58
"Mar 31, 2020",-15.82
"Apr 30, 2020",10.92
"May 31, 2020",3.32
"Jun 30, 2020",-0.82
"Jul 31, 2020",3.60
"Aug 31, 2020",3.60
"Sep 30, 2020",-2.52
"Oct 31, 2020",-1.66
"Nov 30, 2020",13.12
"Dec 31, 2020",3.71
"Jan 31, 2021",-1.40
"Feb 28, 2021",6.13
"Mar 31, 2021",6.28
"Apr 30, 2021",3.81
"May 31, 2021",2.38
"Jun 30, 2021",-1.28
"Jul 31, 2021",0.72
"Aug 31, 2021",1.77
"Sep 30, 2021",-3.32
"Oct 31, 2021",4.57
"Nov 30, 2021",-3.20
"Dec 31, 2021",6.95
"Jan 31, 2022",-1.78
"Feb 28, 2022",-1.28
"Mar 31, 2022",2.92
"Apr 30, 2022",-4.98
"May 31, 2022",1.66
"Jun 30, 2022",-8.30
"Jul 31, 2022",6.10
"Aug 31, 2022",-2.85
"Sep 30, 2022",-8.54
"Oct 31, 2022",11.49
"Nov 30, 2022",6.04
"Dec 31, 2022",-3.99
"Jan 31, 2023",7.27
"Feb 28, 2023",-2.97
"Mar 31, 2023",0.88
"Apr 30, 2023",1.54
"May 31, 2023",-2.01
"Jun 30, 2023",7.04
"Jul 31, 2023",3.47
"Aug 31, 2023",-2.79
"Sep 30, 2023",-4.71
"Oct 31, 2023",-1.98
"Nov 30, 2023",9.56
"Dec 31, 2023",5.79
"Jan 31, 2024",0.08
"Feb 29, 2024",2.98
"Mar 31, 2024",4.60
