Month End Date,Monthly Total (NAV) Return
"Dec 31, 2006",-0.03
"Jan 31, 2007",2.01
"Feb 28, 2007",-0.56
"Mar 31, 2007",1.65
"Apr 30, 2007",2.22
"May 31, 2007",4.59
"Jun 30, 2007",-1.64
"Jul 31, 2007",-5.04
"Aug 31, 2007",1.85
"Sep 30, 2007",1.47
"Oct 31, 2007",1.85
"Nov 30, 2007",-7.40
"Dec 31, 2007",-0.79
"Jan 31, 2008",-4.88
"Feb 29, 2008",-3.08
"Mar 31, 2008",0.40
"Apr 30, 2008",4.01
"May 31, 2008",4.43
"Jun 30, 2008",-7.54
"Jul 31, 2008",2.06
"Aug 31, 2008",4.17
"Sep 30, 2008",-6.76
"Oct 31, 2008",-20.18
"Nov 30, 2008",-11.66
"Dec 31, 2008",6.06
"Jan 31, 2009",-12.65
"Feb 28, 2009",-11.97
"Mar 31, 2009",8.21
"Apr 30, 2009",17.44
"May 31, 2009",1.60
"Jun 30, 2009",1.43
"Jul 31, 2009",10.29
"Aug 31, 2009",2.29
"Sep 30, 2009",5.11
"Oct 31, 2009",-5.68
"Nov 30, 2009",2.59
"Dec 31, 2009",8.61
"Jan 31, 2010",-3.39
"Feb 28, 2010",4.28
"Mar 31, 2010",7.76
"Apr 30, 2010",5.85
"May 31, 2010",-7.23
"Jun 30, 2010",-7.08
"Jul 31, 2010",6.33
"Aug 31, 2010",-7.47
"Sep 30, 2010",11.37
"Oct 31, 2010",4.24
"Nov 30, 2010",3.55
"Dec 31, 2010",7.65
"Jan 31, 2011",0.13
"Feb 28, 2011",4.39
"Mar 31, 2011",3.00
"Apr 30, 2011",2.60
"May 31, 2011",-0.91
"Jun 30, 2011",-1.83
"Jul 31, 2011",-3.20
"Aug 31, 2011",-7.68
"Sep 30, 2011",-10.29
"Oct 31, 2011",14.97
"Nov 30, 2011",0.62
"Dec 31, 2011",1.24
"Jan 31, 2012",6.57
"Feb 29, 2012",2.10
"Mar 31, 2012",2.89
"Apr 30, 2012",-1.24
"May 31, 2012",-6.28
"Jun 30, 2012",4.17
"Jul 31, 2012",-0.76
"Aug 31, 2012",3.78
"Sep 30, 2012",2.33
"Oct 31, 2012",-2.02
"Nov 30, 2012",0.99
"Dec 31, 2012",3.30
"Jan 31, 2013",5.78
"Feb 28, 2013",1.40
"Mar 31, 2013",4.23
"Apr 30, 2013",-0.25
"May 31, 2013",4.35
"Jun 30, 2013",-0.10
"Jul 31, 2013",6.83
"Aug 31, 2013",-2.43
"Sep 30, 2013",6.21
"Oct 31, 2013",3.62
"Nov 30, 2013",4.50
"Dec 31, 2013",1.45
"Jan 31, 2014",-3.86
"Feb 28, 2014",4.45
"Mar 31, 2014",0.69
"Apr 30, 2014",-2.80
"May 31, 2014",0.26
"Jun 30, 2014",4.71
"Jul 31, 2014",-5.50
"Aug 31, 2014",4.28
"Sep 30, 2014",-5.35
"Oct 31, 2014",7.06
"Nov 30, 2014",-0.26
"Dec 31, 2014",2.84
"Jan 31, 2015",-3.47
"Feb 28, 2015",5.99
"Mar 31, 2015",1.58
"Apr 30, 2015",-2.34
"May 31, 2015",1.56
"Jun 30, 2015",1.03
"Jul 31, 2015",-0.86
"Aug 31, 2015",-5.17
"Sep 30, 2015",-3.51
"Oct 31, 2015",6.10
"Nov 30, 2015",2.68
"Dec 31, 2015",-4.78
"Jan 31, 2016",-6.18
"Feb 29, 2016",1.12
"Mar 31, 2016",8.21
"Apr 30, 2016",1.17
"May 31, 2016",1.66
"Jun 30, 2016",0.59
"Jul 31, 2016",5.10
"Aug 31, 2016",1.35
"Sep 30, 2016",0.66
"Oct 31, 2016",-4.45
"Nov 30, 2016",12.53
"Dec 31, 2016",3.31
"Jan 31, 2017",-0.40
"Feb 28, 2017",1.56
"Mar 31, 2017",-0.07
"Apr 30, 2017",0.90
"May 31, 2017",-2.15
"Jun 30, 2017",3.00
"Jul 31, 2017",0.95
"Aug 31, 2017",-2.58
"Sep 30, 2017",7.74
"Oct 31, 2017",0.94
"Nov 30, 2017",3.51
"Dec 31, 2017",-0.54
"Jan 31, 2018",2.51
"Feb 28, 2018",-3.77
"Mar 31, 2018",2.03
"Apr 30, 2018",1.00
"May 31, 2018",6.43
"Jun 30, 2018",1.13
"Jul 31, 2018",3.16
"Aug 31, 2018",4.85
"Sep 30, 2018",-3.16
"Oct 31, 2018",-10.49
"Nov 30, 2018",1.52
"Dec 31, 2018",-12.07
"Jan 31, 2019",10.60
"Feb 28, 2019",4.38
"Mar 31, 2019",-3.33
"Apr 30, 2019",3.88
"May 31, 2019",-8.72
"Jun 30, 2019",7.44
"Jul 31, 2019",1.14
"Aug 31, 2019",-4.51
"Sep 30, 2019",3.34
"Oct 31, 2019",1.95
"Nov 30, 2019",3.06
"Dec 31, 2019",3.00
"Jan 31, 2020",-4.00
"Feb 29, 2020",-9.60
"Mar 31, 2020",-22.39
"Apr 30, 2020",12.75
"May 31, 2020",4.39
"Jun 30, 2020",3.64
"Jul 31, 2020",4.10
"Aug 31, 2020",3.99
"Sep 30, 2020",-4.73
"Oct 31, 2020",2.58
"Nov 30, 2020",18.17
"Dec 31, 2020",8.31
"Jan 31, 2021",6.29
"Feb 28, 2021",7.64
"Mar 31, 2021",3.32
"Apr 30, 2021",2.03
"May 31, 2021",2.06
"Jun 30, 2021",0.34
"Jul 31, 2021",-2.40
"Aug 31, 2021",2.00
"Sep 30, 2021",-2.43
"Oct 31, 2021",3.41
"Nov 30, 2021",-2.30
"Dec 31, 2021",4.51
"Jan 31, 2022",-7.28
"Feb 28, 2022",1.39
"Mar 31, 2022",0.37
"Apr 30, 2022",-7.82
"May 31, 2022",1.86
"Jun 30, 2022",-8.55
"Jul 31, 2022",10.00
"Aug 31, 2022",-4.39
"Sep 30, 2022",-9.90
"Oct 31, 2022",12.34
"Nov 30, 2022",4.16
"Dec 31, 2022",-6.72
"Jan 31, 2023",9.49
"Feb 28, 2023",-1.23
"Mar 31, 2023",-5.16
"Apr 30, 2023",-2.77
"May 31, 2023",-1.74
"Jun 30, 2023",8.23
"Jul 31, 2023",5.50
"Aug 31, 2023",-4.14
"Sep 30, 2023",-6.00
"Oct 31, 2023",-5.74
"Nov 30, 2023",8.27
"Dec 31, 2023",12.79
"Jan 31, 2024",-3.95
"Feb 29, 2024",3.33
"Mar 31, 2024",3.24
