Month End Date,Monthly Total (NAV) Return
"Jun 30, 2006",0.36
"Jul 31, 2006",-3.29
"Aug 31, 2006",2.64
"Sep 30, 2006",1.27
"Oct 31, 2006",5.42
"Nov 30, 2006",2.44
"Dec 31, 2006",0.32
"Jan 31, 2007",2.04
"Feb 28, 2007",-0.97
"Mar 31, 2007",1.04
"Apr 30, 2007",1.95
"May 31, 2007",4.59
"Jun 30, 2007",-2.25
"Jul 31, 2007",-5.93
"Aug 31, 2007",0.99
"Sep 30, 2007",0.20
"Oct 31, 2007",1.19
"Nov 30, 2007",-7.02
"Dec 31, 2007",-1.08
"Jan 31, 2008",-3.69
"Feb 29, 2008",-3.83
"Mar 31, 2008",1.04
"Apr 30, 2008",2.71
"May 31, 2008",4.18
"Jun 30, 2008",-8.85
"Jul 31, 2008",3.32
"Aug 31, 2008",4.58
"Sep 30, 2008",-5.28
"Oct 31, 2008",-19.58
"Nov 30, 2008",-12.05
"Dec 31, 2008",6.75
"Jan 31, 2009",-14.05
"Feb 28, 2009",-12.71
"Mar 31, 2009",8.27
"Apr 30, 2009",18.42
"May 31, 2009",0.65
"Jun 30, 2009",1.20
"Jul 31, 2009",11.30
"Aug 31, 2009",3.30
"Sep 30, 2009",4.39
"Oct 31, 2009",-6.33
"Nov 30, 2009",3.07
"Dec 31, 2009",8.09
"Jan 31, 2010",-2.67
"Feb 28, 2010",4.78
"Mar 31, 2010",7.75
"Apr 30, 2010",6.63
"May 31, 2010",-8.41
"Jun 30, 2010",-8.31
"Jul 31, 2010",6.65
"Aug 31, 2010",-7.81
"Sep 30, 2010",10.99
"Oct 31, 2010",3.89
"Nov 30, 2010",2.47
"Dec 31, 2010",8.86
"Jan 31, 2011",-0.07
"Feb 28, 2011",4.21
"Mar 31, 2011",2.09
"Apr 30, 2011",1.14
"May 31, 2011",-1.86
"Jun 30, 2011",-1.52
"Jul 31, 2011",-2.85
"Aug 31, 2011",-7.80
"Sep 30, 2011",-10.73
"Oct 31, 2011",15.40
"Nov 30, 2011",0.67
"Dec 31, 2011",2.02
"Jan 31, 2012",7.84
"Feb 29, 2012",1.77
"Mar 31, 2012",2.80
"Apr 30, 2012",-1.80
"May 31, 2012",-7.14
"Jun 30, 2012",4.29
"Jul 31, 2012",-0.46
"Aug 31, 2012",3.94
"Sep 30, 2012",3.15
"Oct 31, 2012",-1.87
"Nov 30, 2012",1.59
"Dec 31, 2012",3.47
"Jan 31, 2013",5.47
"Feb 28, 2013",1.64
"Mar 31, 2013",4.13
"Apr 30, 2013",0.04
"May 31, 2013",4.31
"Jun 30, 2013",0.00
"Jul 31, 2013",6.42
"Aug 31, 2013",-3.35
"Sep 30, 2013",6.43
"Oct 31, 2013",3.51
"Nov 30, 2013",4.21
"Dec 31, 2013",1.58
"Jan 31, 2014",-3.64
"Feb 28, 2014",4.61
"Mar 31, 2014",1.25
"Apr 30, 2014",-2.25
"May 31, 2014",0.66
"Jun 30, 2014",3.88
"Jul 31, 2014",-5.06
"Aug 31, 2014",4.46
"Sep 30, 2014",-6.04
"Oct 31, 2014",7.14
"Nov 30, 2014",0.30
"Dec 31, 2014",2.71
"Jan 31, 2015",-5.24
"Feb 28, 2015",5.87
"Mar 31, 2015",0.92
"Apr 30, 2015",-1.78
"May 31, 2015",0.82
"Jun 30, 2015",0.44
"Jul 31, 2015",-2.79
"Aug 31, 2015",-4.50
"Sep 30, 2015",-3.84
"Oct 31, 2015",6.44
"Nov 30, 2015",2.64
"Dec 31, 2015",-5.13
"Jan 31, 2016",-5.87
"Feb 29, 2016",2.14
"Mar 31, 2016",9.40
"Apr 30, 2016",2.08
"May 31, 2016",0.48
"Jun 30, 2016",0.76
"Jul 31, 2016",5.15
"Aug 31, 2016",1.12
"Sep 30, 2016",0.86
"Oct 31, 2016",-3.73
"Nov 30, 2016",13.31
"Dec 31, 2016",3.15
"Jan 31, 2017",-1.12
"Feb 28, 2017",1.39
"Mar 31, 2017",-0.67
"Apr 30, 2017",0.56
"May 31, 2017",-2.28
"Jun 30, 2017",3.01
"Jul 31, 2017",0.66
"Aug 31, 2017",-2.76
"Sep 30, 2017",8.54
"Oct 31, 2017",0.63
"Nov 30, 2017",3.72
"Dec 31, 2017",-0.37
"Jan 31, 2018",1.44
"Feb 28, 2018",-4.12
"Mar 31, 2018",1.49
"Apr 30, 2018",1.65
"May 31, 2018",5.84
"Jun 30, 2018",0.86
"Jul 31, 2018",2.58
"Aug 31, 2018",3.15
"Sep 30, 2018",-3.04
"Oct 31, 2018",-9.95
"Nov 30, 2018",0.59
"Dec 31, 2018",-12.39
"Jan 31, 2019",12.27
"Feb 28, 2019",4.20
"Mar 31, 2019",-3.92
"Apr 30, 2019",4.29
"May 31, 2019",-9.96
"Jun 30, 2019",7.77
"Jul 31, 2019",1.14
"Aug 31, 2019",-5.15
"Sep 30, 2019",5.69
"Oct 31, 2019",1.89
"Nov 30, 2019",2.70
"Dec 31, 2019",2.97
"Jan 31, 2020",-6.42
"Feb 29, 2020",-10.24
"Mar 31, 2020",-25.42
"Apr 30, 2020",13.66
"May 31, 2020",2.51
"Jun 30, 2020",3.59
"Jul 31, 2020",2.44
"Aug 31, 2020",5.17
"Sep 30, 2020",-5.28
"Oct 31, 2020",3.60
"Nov 30, 2020",19.20
"Dec 31, 2020",7.64
"Jan 31, 2021",6.23
"Feb 28, 2021",10.76
"Mar 31, 2021",5.41
"Apr 30, 2021",1.96
"May 31, 2021",3.80
"Jun 30, 2021",-0.69
"Jul 31, 2021",-4.36
"Aug 31, 2021",1.91
"Sep 30, 2021",-1.56
"Oct 31, 2021",2.79
"Nov 30, 2021",-2.52
"Dec 31, 2021",4.13
"Jan 31, 2022",-4.36
"Feb 28, 2022",2.31
"Mar 31, 2022",0.43
"Apr 30, 2022",-6.30
"May 31, 2022",2.26
"Jun 30, 2022",-9.01
"Jul 31, 2022",8.61
"Aug 31, 2022",-4.20
"Sep 30, 2022",-10.44
"Oct 31, 2022",14.37
"Nov 30, 2022",3.94
"Dec 31, 2022",-6.56
"Jan 31, 2023",11.93
"Feb 28, 2023",-1.68
"Mar 31, 2023",-6.43
"Apr 30, 2023",-2.42
"May 31, 2023",-3.73
"Jun 30, 2023",8.50
"Jul 31, 2023",6.00
"Aug 31, 2023",-4.93
"Sep 30, 2023",-6.36
"Oct 31, 2023",-6.29
"Nov 30, 2023",8.99
"Dec 31, 2023",13.34
"Jan 31, 2024",-5.37
"Feb 29, 2024",2.35
"Mar 31, 2024",3.38
