Month End Date,Monthly Total (NAV) Return
"Jan 31, 2012",6.06
"Feb 29, 2012",4.66
"Mar 31, 2012",3.18
"Apr 30, 2012",-0.30
"May 31, 2012",-6.48
"Jun 30, 2012",2.88
"Jul 31, 2012",1.09
"Aug 31, 2012",2.75
"Sep 30, 2012",2.02
"Oct 31, 2012",-2.96
"Nov 30, 2012",1.59
"Dec 31, 2012",0.17
"Jan 31, 2013",4.44
"Feb 28, 2013",1.22
"Mar 31, 2013",3.84
"Apr 30, 2013",1.88
"May 31, 2013",2.08
"Jun 30, 2013",-1.79
"Jul 31, 2013",5.46
"Aug 31, 2013",-1.74
"Sep 30, 2013",4.63
"Oct 31, 2013",4.19
"Nov 30, 2013",2.90
"Dec 31, 2013",2.77
"Jan 31, 2014",-2.78
"Feb 28, 2014",5.10
"Mar 31, 2014",-1.15
"Apr 30, 2014",-0.42
"May 31, 2014",2.92
"Jun 30, 2014",2.25
"Jul 31, 2014",-1.88
"Aug 31, 2014",4.64
"Sep 30, 2014",-1.75
"Oct 31, 2014",2.89
"Nov 30, 2014",2.97
"Dec 31, 2014",-0.74
"Jan 31, 2015",-1.60
"Feb 28, 2015",6.71
"Mar 31, 2015",-0.92
"Apr 30, 2015",0.22
"May 31, 2015",1.59
"Jun 30, 2015",-1.53
"Jul 31, 2015",3.14
"Aug 31, 2015",-6.20
"Sep 30, 2015",-2.77
"Oct 31, 2015",8.38
"Nov 30, 2015",0.52
"Dec 31, 2015",-1.72
"Jan 31, 2016",-5.96
"Feb 29, 2016",-0.10
"Mar 31, 2016",6.81
"Apr 30, 2016",-0.78
"May 31, 2016",2.00
"Jun 30, 2016",-0.40
"Jul 31, 2016",4.84
"Aug 31, 2016",-0.37
"Sep 30, 2016",0.46
"Oct 31, 2016",-2.63
"Nov 30, 2016",2.66
"Dec 31, 2016",1.25
"Jan 31, 2017",3.01
"Feb 28, 2017",4.00
"Mar 31, 2017",1.14
"Apr 30, 2017",1.92
"May 31, 2017",2.65
"Jun 30, 2017",-0.27
"Jul 31, 2017",2.47
"Aug 31, 2017",1.32
"Sep 30, 2017",1.26
"Oct 31, 2017",3.27
"Nov 30, 2017",2.88
"Dec 31, 2017",0.54
"Jan 31, 2018",7.00
"Feb 28, 2018",-2.16
"Mar 31, 2018",-2.71
"Apr 30, 2018",0.18
"May 31, 2018",4.30
"Jun 30, 2018",0.59
"Jul 31, 2018",3.29
"Aug 31, 2018",4.81
"Sep 30, 2018",0.60
"Oct 31, 2018",-8.21
"Nov 30, 2018",1.63
"Dec 31, 2018",-8.79
"Jan 31, 2019",7.62
"Feb 28, 2019",4.11
"Mar 31, 2019",2.59
"Apr 30, 2019",3.93
"May 31, 2019",-5.34
"Jun 30, 2019",6.22
"Jul 31, 2019",1.16
"Aug 31, 2019",-0.87
"Sep 30, 2019",0.35
"Oct 31, 2019",1.68
"Nov 30, 2019",3.41
"Dec 31, 2019",2.89
"Jan 31, 2020",2.04
"Feb 29, 2020",-7.26
"Mar 31, 2020",-10.41
"Apr 30, 2020",14.43
"May 31, 2020",6.10
"Jun 30, 2020",3.93
"Jul 31, 2020",6.95
"Aug 31, 2020",9.21
"Sep 30, 2020",-4.55
"Oct 31, 2020",-2.86
"Nov 30, 2020",9.85
"Dec 31, 2020",4.20
"Jan 31, 2021",-0.36
"Feb 28, 2021",0.24
"Mar 31, 2021",2.64
"Apr 30, 2021",6.70
"May 31, 2021",-0.95
"Jun 30, 2021",5.42
"Jul 31, 2021",3.64
"Aug 31, 2021",4.02
"Sep 30, 2021",-5.72
"Oct 31, 2021",9.00
"Nov 30, 2021",1.16
"Dec 31, 2021",2.56
"Jan 31, 2022",-8.49
"Feb 28, 2022",-4.20
"Mar 31, 2022",4.23
"Apr 30, 2022",-12.21
"May 31, 2022",-1.33
"Jun 30, 2022",-8.38
"Jul 31, 2022",12.81
"Aug 31, 2022",-5.23
"Sep 30, 2022",-9.92
"Oct 31, 2022",4.78
"Nov 30, 2022",5.13
"Dec 31, 2022",-7.53
"Jan 31, 2023",5.71
"Feb 28, 2023",-1.88
"Mar 31, 2023",5.42
"Apr 30, 2023",1.31
"May 31, 2023",2.20
"Jun 30, 2023",6.50
"Jul 31, 2023",3.08
"Aug 31, 2023",-0.70
"Sep 30, 2023",-4.87
"Oct 31, 2023",-2.55
"Nov 30, 2023",8.70
"Dec 31, 2023",3.92
"Jan 31, 2024",2.70
"Feb 29, 2024",7.42
"Mar 31, 2024",2.33
