Month End Date,Monthly Total (NAV) Return
"Feb 28, 2007",0.23
"Mar 31, 2007",1.64
"Apr 30, 2007",3.24
"May 31, 2007",5.64
"Jun 30, 2007",-1.73
"Jul 31, 2007",-3.76
"Aug 31, 2007",1.09
"Sep 30, 2007",3.50
"Oct 31, 2007",3.50
"Nov 30, 2007",-4.26
"Dec 31, 2007",0.12
"Jan 31, 2008",-7.23
"Feb 29, 2008",-0.44
"Mar 31, 2008",-1.53
"Apr 30, 2008",8.09
"May 31, 2008",5.95
"Jun 30, 2008",-5.11
"Jul 31, 2008",-3.35
"Aug 31, 2008",1.31
"Sep 30, 2008",-12.93
"Oct 31, 2008",-21.65
"Nov 30, 2008",-9.71
"Dec 31, 2008",4.64
"Jan 31, 2009",-5.90
"Feb 28, 2009",-8.05
"Mar 31, 2009",9.68
"Apr 30, 2009",14.03
"May 31, 2009",3.51
"Jun 30, 2009",0.53
"Jul 31, 2009",8.08
"Aug 31, 2009",3.31
"Sep 30, 2009",6.12
"Oct 31, 2009",-3.42
"Nov 30, 2009",3.60
"Dec 31, 2009",5.51
"Jan 31, 2010",-3.91
"Feb 28, 2010",5.56
"Mar 31, 2010",7.82
"Apr 30, 2010",3.77
"May 31, 2010",-6.72
"Jun 30, 2010",-6.31
"Jul 31, 2010",6.88
"Aug 31, 2010",-4.49
"Sep 30, 2010",12.37
"Oct 31, 2010",3.88
"Nov 30, 2010",4.49
"Dec 31, 2010",5.47
"Jan 31, 2011",1.33
"Feb 28, 2011",5.13
"Mar 31, 2011",3.05
"Apr 30, 2011",3.47
"May 31, 2011",-1.04
"Jun 30, 2011",-1.63
"Jul 31, 2011",-3.10
"Aug 31, 2011",-6.80
"Sep 30, 2011",-10.15
"Oct 31, 2011",13.29
"Nov 30, 2011",-1.10
"Dec 31, 2011",-1.65
"Jan 31, 2012",6.83
"Feb 29, 2012",4.98
"Mar 31, 2012",1.65
"Apr 30, 2012",-0.09
"May 31, 2012",-6.30
"Jun 30, 2012",0.75
"Jul 31, 2012",0.12
"Aug 31, 2012",4.11
"Sep 30, 2012",1.70
"Oct 31, 2012",-1.13
"Nov 30, 2012",2.57
"Dec 31, 2012",1.29
"Jan 31, 2013",6.99
"Feb 28, 2013",0.32
"Mar 31, 2013",4.40
"Apr 30, 2013",1.20
"May 31, 2013",2.28
"Jun 30, 2013",-2.45
"Jul 31, 2013",6.06
"Aug 31, 2013",-3.62
"Sep 30, 2013",5.70
"Oct 31, 2013",3.23
"Nov 30, 2013",1.67
"Dec 31, 2013",3.27
"Jan 31, 2014",-2.58
"Feb 28, 2014",5.29
"Mar 31, 2014",-0.48
"Apr 30, 2014",-2.84
"May 31, 2014",1.86
"Jun 30, 2014",3.93
"Jul 31, 2014",-4.22
"Aug 31, 2014",4.88
"Sep 30, 2014",-3.76
"Oct 31, 2014",3.06
"Nov 30, 2014",2.42
"Dec 31, 2014",0.23
"Jan 31, 2015",0.54
"Feb 28, 2015",4.45
"Mar 31, 2015",2.35
"Apr 30, 2015",-2.57
"May 31, 2015",2.58
"Jun 30, 2015",-0.93
"Jul 31, 2015",2.32
"Aug 31, 2015",-6.57
"Sep 30, 2015",-2.73
"Oct 31, 2015",5.16
"Nov 30, 2015",1.24
"Dec 31, 2015",-3.38
"Jan 31, 2016",-5.85
"Feb 29, 2016",0.57
"Mar 31, 2016",6.88
"Apr 30, 2016",0.66
"May 31, 2016",3.26
"Jun 30, 2016",0.32
"Jul 31, 2016",4.50
"Aug 31, 2016",0.59
"Sep 30, 2016",-1.38
"Oct 31, 2016",-3.33
"Nov 30, 2016",5.77
"Dec 31, 2016",2.36
"Jan 31, 2017",1.93
"Feb 28, 2017",3.17
"Mar 31, 2017",-0.12
"Apr 30, 2017",1.62
"May 31, 2017",0.44
"Jun 30, 2017",1.13
"Jul 31, 2017",0.78
"Aug 31, 2017",-1.04
"Sep 30, 2017",3.41
"Oct 31, 2017",3.42
"Nov 30, 2017",3.63
"Dec 31, 2017",-0.15
"Jan 31, 2018",4.33
"Feb 28, 2018",-3.87
"Mar 31, 2018",1.01
"Apr 30, 2018",-1.13
"May 31, 2018",4.01
"Jun 30, 2018",0.42
"Jul 31, 2018",1.34
"Aug 31, 2018",3.80
"Sep 30, 2018",-1.23
"Oct 31, 2018",-10.20
"Nov 30, 2018",3.33
"Dec 31, 2018",-11.30
"Jan 31, 2019",9.27
"Feb 28, 2019",4.51
"Mar 31, 2019",0.59
"Apr 30, 2019",3.30
"May 31, 2019",-6.38
"Jun 30, 2019",7.03
"Jul 31, 2019",1.23
"Aug 31, 2019",-3.10
"Sep 30, 2019",1.27
"Oct 31, 2019",0.91
"Nov 30, 2019",3.14
"Dec 31, 2019",2.49
"Jan 31, 2020",-1.23
"Feb 29, 2020",-8.47
"Mar 31, 2020",-16.79
"Apr 30, 2020",14.03
"May 31, 2020",8.90
"Jun 30, 2020",1.33
"Jul 31, 2020",6.10
"Aug 31, 2020",3.27
"Sep 30, 2020",-2.39
"Oct 31, 2020",1.14
"Nov 30, 2020",12.46
"Dec 31, 2020",6.37
"Jan 31, 2021",1.84
"Feb 28, 2021",4.09
"Mar 31, 2021",2.37
"Apr 30, 2021",4.14
"May 31, 2021",-1.75
"Jun 30, 2021",1.05
"Jul 31, 2021",0.94
"Aug 31, 2021",1.42
"Sep 30, 2021",-4.28
"Oct 31, 2021",7.56
"Nov 30, 2021",-3.57
"Dec 31, 2021",4.10
"Jan 31, 2022",-10.40
"Feb 28, 2022",0.96
"Mar 31, 2022",0.51
"Apr 30, 2022",-7.63
"May 31, 2022",-0.77
"Jun 30, 2022",-9.98
"Jul 31, 2022",12.69
"Aug 31, 2022",-3.37
"Sep 30, 2022",-8.85
"Oct 31, 2022",9.42
"Nov 30, 2022",5.73
"Dec 31, 2022",-6.03
"Jan 31, 2023",7.11
"Feb 28, 2023",-0.83
"Mar 31, 2023",-1.15
"Apr 30, 2023",-0.52
"May 31, 2023",-2.80
"Jun 30, 2023",8.69
"Jul 31, 2023",3.78
"Aug 31, 2023",-2.09
"Sep 30, 2023",-4.81
"Oct 31, 2023",-4.87
"Nov 30, 2023",7.58
"Dec 31, 2023",7.39
"Jan 31, 2024",-0.38
"Feb 29, 2024",9.69
"Mar 31, 2024",5.75
